Period,Window,Factor,Type,Ann_Return,Ann_Volatility,Sharpe_Ratio,Max_Drawdown
Crash_2018 (贸易战),63d,hml,VMP_Net,0.0963389559846609,0.08572132756691521,1.123862155651491,0.12465109840465405
Crash_2018 (贸易战),63d,rmw,Original,0.12663224197037037,0.14463833895443484,0.8755095148753271,0.13307045123237687
Crash_2018 (贸易战),63d,rmw,VMP_Gross,0.15563570222716935,0.11246137143137316,1.3839036483931044,0.11076402819454599
Crash_2018 (贸易战),63d,rmw,VMP_Net,0.15108320527049568,0.11236488169947915,1.3445767306067122,0.11111993251709809
Crash_2018 (贸易战),63d,cma,Original,0.09065473251955553,0.10737497353990118,0.8442817681893787,0.10227623594199663
Crash_2018 (贸易战),63d,cma,VMP_Gross,0.08175823200888509,0.08070049183438444,1.0131069854775032,0.07482876626417949
Crash_2018 (贸易战),63d,cma,VMP_Net,0.07755318977562109,0.0806902486289073,0.9611222061328195,0.07640868319974936
Crash_2018 (贸易战),63d,umd,Original,0.06404577583703702,0.1644617292604223,0.38942662299033504,0.17891122681273558
Crash_2018 (贸易战),63d,umd,VMP_Gross,0.13823889305879866,0.144528380568473,0.9564826819138502,0.16541279691239838
Crash_2018 (贸易战),63d,umd,VMP_Net,0.1326066823213303,0.14432156545756458,0.9188279097507513,0.16583821085962422
Crash_2022 (俄乌/疫情),63d,mkt_rf,Original,-0.18199139672231404,0.2079582394197585,-0.8751343405777203,0.26418593551814146
Crash_2022 (俄乌/疫情),63d,mkt_rf,VMP_Gross,-0.5567549368398903,0.29614593104426307,-1.880001980363781,0.4773236197616913
Crash_2022 (俄乌/疫情),63d,mkt_rf,VMP_Net,-0.5646107639464255,0.2961951336467679,-1.9062121547876638,0.48080516898466114
Crash_2022 (俄乌/疫情),63d,smb,Original,0.12971940691239667,0.14009074257749154,0.9259670162761973,0.11321101850481428
Crash_2022 (俄乌/疫情),63d,smb,VMP_Gross,0.08248203851353643,0.09184563882215488,0.8980506812441075,0.05739555243808047
Crash_2022 (俄乌/疫情),63d,smb,VMP_Net,0.0792421368202273,0.09181853778220757,0.8630298274645656,0.057564799098781975
Crash_2022 (俄乌/疫情),63d,hml,Original,0.17732685454214875,0.14149297305529773,1.2532555554744513,0.10520989063847923
Crash_2022 (俄乌/疫情),63d,hml,VMP_Gross,0.0848929637988156,0.06196720265426127,1.3699660491771095,0.038066066789984726
Crash_2022 (俄乌/疫情),63d,hml,VMP_Net,0.0824173199252485,0.06197390300004857,1.3298713802999291,0.03864844151235628
Crash_2022 (俄乌/疫情),63d,rmw,Original,-0.11791791938841321,0.11627465569185959,-1.014132604278859,0.1546486211763727
Crash_2022 (俄乌/疫情),63d,rmw,VMP_Gross,-0.1273403373210211,0.13163860043467338,-0.9673480035532183,0.16623281385697006
Crash_2022 (俄乌/疫情),63d,rmw,VMP_Net,-0.13382440865686304,0.1316097526547279,-1.0168274459716156,0.17045222922271247
Crash_2022 (俄乌/疫情),63d,cma,Original,0.17892191755859504,0.14205188699706686,1.2595532614240421,0.07652019821592565
Crash_2022 (俄乌/疫情),63d,cma,VMP_Gross,0.09776277264443066,0.06372997896107586,1.5340154545499047,0.026250045260839246
Crash_2022 (俄乌/疫情),63d,cma,VMP_Net,0.09495982817768397,0.06372450985856444,1.4901617664607518,0.02648386491328886
Crash_2022 (俄乌/疫情),63d,umd,Original,-0.24683370343140498,0.1479712500874304,-1.6681193359220838,0.25040651332232194
Crash_2022 (俄乌/疫情),63d,umd,VMP_Gross,-0.23484982577165575,0.1290957907216116,-1.8191904202213478,0.23382996358985117
Crash_2022 (俄乌/疫情),63d,umd,VMP_Net,-0.23957728826500232,0.12911262227316897,-1.8555682941526712,0.23694079972343632
Full (2005-2025),126d,mkt_rf,Original,0.1487720018246303,0.2737415887933475,0.5434760661703509,0.7383671326784842
Full (2005-2025),126d,mkt_rf,VMP_Gross,0.12462968850098585,0.2663266153652666,0.46795806844185067,0.7454965083544326
Full (2005-2025),126d,mkt_rf,VMP_Net,0.12144909109162398,0.26629204770236753,0.4560747950962721,0.7515904564379537
